song_name,artist_name,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_popularity
Sunrise,Enzo,211779,0.992,0.334,0.00847,0.831,8,0.203,-27.883,1,0.044,65.779,5,0.0709,55
Once I Loved,Izumi Tanaka,176890,0.995,0.38,0.00205,0.914,7,0.112,-31.905,1,0.0492,66.528,4,0.162,59
Abyss,Deep Divers,257092,0.788,0.644,0.038,0.948,6,0.111,-24.141,0,0.0416,100.014,4,0.116,41
Chasing Cloud Nine,LUCHS,162407,0.981,0.0722,0.0619,0.968,5,0.373,-27.257,1,0.0421,75.183,3,0.0722,70
Salamanca,Salvador Vega,210000,0.991,0.222,0.0132,0.938,5,0.158,-25.234,0,0.0498,73.458,3,0.0566,38
I Miss You,Pablo Monte,236892,0.894,0.322,0.155,0.906,0,0.107,-18.919,1,0.0333,123.783,4,0.0815,52
i'll wait - Ambient version,Oats,290863,0.943,0.127,0.0175,0.913,9,0.11,-28.078,0,0.0364,73.207,3,0.0702,52
Locked Away - Sleep Version,Hamilton,202853,0.808,0.631,0.361,0.853,11,0.104,-15.713,1,0.0327,163.979,4,0.25,32
American Beauty,Gary Stand,231933,0.931,0.535,0.166,0.9,0,0.103,-15.357,1,0.0353,112.758,3,0.0417,38
Wish I Could Fly - Ambient Mix,Ears Of Light,255974,0.984,0.341,0.0179,0.915,7,0.0967,-26.399,1,0.0379,76.98,4,0.0871,51
Salt Water,Deep Divers,207313,0.753,0.744,0.181,0.761,6,0.0695,-19.816,1,0.0537,140.041,4,0.199,46
Nocturne No 20 - Chill With Me Mix,The Upstairs,270344,0.485,0.567,0.256,0.837,2,0.201,-15.748,1,0.034,101.021,4,0.0416,45
Magic Moon,Enzo,356000,0.993,0.357,0.00844,0.907,2,0.107,-27.043,0,0.0474,68.228,4,0.0449,33
Lantau Island,Hong Kong Atmosphere,270000,0.921,0.209,0.181,0.971,10,0.134,-19.989,0,0.0385,76.244,4,0.0333,52
New Start,Uniq,201951,0.952,0.594,0.153,0.94,7,0.11,-17.814,1,0.0419,163.973,4,0.295,52
Song For Vince,Sofia's Choice,218100,0.578,0.485,0.498,0.415,7,0.126,-5.095,1,0.0426,165.884,4,0.157,43
Tranquility,Soul Secret,297215,0.937,0.273,0.0937,0.877,0,0.571,-18.299,1,0.0295,101.122,4,0.0674,52
Castaway,Enzo,255500,0.994,0.304,0.00163,0.903,6,0.14,-31.921,1,0.0444,68.815,3,0.0569,48
Oxygene - Spa Version,ST*RMAN,309428,0.899,0.684,0.231,0.935,7,0.114,-21.574,0,0.0391,140.017,4,0.0492,53
Cavatina - Ambient Mix,Echoteque,198540,0.731,0.192,0.242,0.911,4,0.0999,-16.254,1,0.032,157.711,3,0.0395,45
Calmness In The Rain,Mr. Steem,249300,0.679,0.659,0.399,0.816,7,0.341,-15.295,0,0.0288,129.996,4,0.159,52
Pendulum,Floating Lights,284765,0.963,0.25,0.0718,0.911,2,0.107,-22.882,1,0.0366,79.095,4,0.0321,47
Springflower,NkisOk,228965,0.525,0.508,0.514,0.881,9,0.0961,-11.14,0,0.0296,139.993,4,0.263,53
Moment Magique,Tommi Cuore,217894,0.895,0.66,0.234,0.785,0,0.122,-18.122,1,0.0434,151.934,4,0.388,36
Open Fields,Tommi Cuore,193103,0.827,0.693,0.21,0.912,4,0.261,-18.923,0,0.033,87.007,4,0.246,51
La Mancha 34,Salvador Vega,239217,0.989,0.313,0.00575,0.793,0,0.127,-27.054,0,0.0471,74.36,3,0.0601,35
Wake Up At 07.00 pm,Hologram,396600,0.886,0.17,0.135,0.958,3,0.956,-20.122,1,0.0417,134.033,4,0.0372,54
Ballade Pour Adeline,Luc Serra,360000,0.813,0.56,0.104,0.869,0,0.0714,-23.131,1,0.0315,119.951,4,0.039,48
Desert Winds,Out Of Gravity,259870,0.953,0.489,0.114,0.87,10,0.0921,-22.056,0,0.0331,124.022,4,0.0927,46
Exit,Milo Heart,214945,0.676,0.165,0.0841,0.812,2,0.341,-19.562,1,0.0453,90.434,4,0.0375,51
Gymnopedie,Café del Mar,274653,0.962,0.375,0.287,0.892,7,0.102,-12.604,1,0.0304,88.391,3,0.229,41
Simple Beauty,Martin Fox,94205,0.994,0.538,0.0148,0.929,0,0.102,-21.967,1,0.0856,70.826,3,0.328,60
Balance,Tao Lounge,282727,0.907,0.2,0.106,0.933,4,0.1,-20.076,0,0.0345,66.751,4,0.0371,54
Abalone Cove,L.A. Atmosphere,220000,0.913,0.185,0.0924,0.888,10,0.343,-24.656,0,0.0404,80.135,5,0.0389,42
Answers Within - Focus Version,Shade,269310,0.25,0.636,0.285,0.613,11,0.118,-14.776,0,0.0298,157.938,4,0.25,41
Merry Go Round,Izumi Tanaka,221500,0.994,0.415,0.011,0.915,5,0.122,-27.821,0,0.06,70.092,5,0.0963,44
Hong Kong Skyline,Hong Kong Atmosphere,234000,0.905,0.166,0.171,0.966,5,0.13,-27.129,0,0.0355,70.005,4,0.0377,59
Dream With Me,Sublime Harmonics,244083,0.653,0.367,0.136,0.915,8,0.117,-20.606,1,0.0412,169.706,3,0.104,46
Animals - Sleep Version,Chris Call,257250,0.962,0.57,0.168,0.922,2,0.12,-19.159,0,0.0311,159.98,4,0.0551,46
Ai No Chiara (The Power Of Love),Izumi Tanaka,192454,0.986,0.703,0.197,0.847,3,0.105,-13.852,1,0.0445,116.021,4,0.133,46
Sex on Fire,Kings of Leon,203346,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.374,81
Blitzkrieg Bop - 2016 Remastered Version,Ramones,134466,0.000269,0.385,0.783,0.47,9,0.108,-2.533,1,0.233,176.701,4,0.902,70
Banquet,Bloc Party,196613,0.000139,0.578,0.892,0.0111,10,0.215,-7.952,0,0.0441,150.253,4,0.892,62
You Really Got Me - Remastered,The Kinks,134066,0.147,0.588,0.948,7.92E-05,8,0.0787,-4.073,1,0.0974,137.294,4,0.962,58
Jumpsuit,Twenty One Pilots,238567,0.00781,0.619,0.628,0.207,11,0.206,-8.307,0,0.038,127.065,4,0.232,69
Natural,Imagine Dragons,189466,0.216,0.448,0.612,0,2,0.08,-6.106,1,0.0708,97.773,4,0.213,95
Forever & Ever More,Nothing But Thieves,208133,0.00582,0.289,0.841,0.00771,8,0.267,-4.33,1,0.146,183.17,3,0.399,26
Highway Tune,Greta Van Fleet,180640,0.0107,0.579,0.957,0.158,4,0.263,-2.94,1,0.0521,123.993,4,0.515,73
La Magia,Little Jesus,245373,0.0115,0.566,0.883,0.00103,10,0.317,-7.117,1,0.0374,156.937,4,0.483,62
Llueve Sobre La Ciudad,Los Bunkers,236426,0.0387,0.488,0.795,0,9,0.0452,-4.157,0,0.0336,107.846,4,0.803,69
Fever,The Black Keys,246306,0.00378,0.609,0.674,0.000302,9,0.129,-6.506,0,0.0355,127.541,4,0.743,63
My Favourite Game,The Cardigans,217133,0.000133,0.58,0.782,0.00115,5,0.31,-7.085,0,0.0338,143.475,4,0.496,24
No Hay Mal Que Dure,Zoé,292120,0.27,0.46,0.747,0.875,0,0.126,-7.544,1,0.0289,161.495,4,0.535,63
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,210934,0.000448,0.634,0.652,0.00139,6,0.115,-7.49,1,0.0321,90.012,4,0.264,81
Soun tha mi primer amor,Kinky,190933,0.0609,0.837,0.829,0.246,10,0.0709,-7.243,0,0.125,104.338,4,0.722,5
Star Roving,Slowdive,338869,0.0712,0.329,0.932,0.699,9,0.293,-4.919,1,0.0531,144.057,4,0.394,49
Learn to Fly,Foo Fighters,235293,1.83E-05,0.465,0.919,2.07E-05,4,0.262,-4.025,1,0.0408,135.997,4,0.537,74
The Walker,Fitz and The Tantrums,233133,0.00375,0.77,0.801,0.00281,9,0.0515,-4.182,0,0.0336,130.76,4,0.725,59
The Rover,Interpol,217693,3.64E-05,0.189,0.893,0.539,7,0.183,-3.107,1,0.0445,198.468,4,0.599,63
Chokehold,Slaves,203546,0.00061,0.609,0.88,0.0182,11,0.0814,-4.391,0,0.0676,120.006,4,0.645,53
Song 2 - 2012 Remastered Version,Blur,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918,77
Irresponsables,Babasónicos,156197,0.0629,0.58,0.929,0.000223,4,0.23,-4.849,0,0.0388,94.995,4,0.884,67
Primavera 0 - Remasterizado 2007,Soda Stereo,221440,0.00111,0.385,0.759,0.0448,5,0.0941,-6.72,1,0.0436,134.026,4,0.142,55
Tijuana Sound Machine,Nortec Collective,182786,0.0086,0.733,0.889,0.828,6,0.0726,-5.191,0,0.0326,129.97,4,0.966,58
Walk Idiot Walk,The Hives,210640,0.00404,0.623,0.94,0.00705,9,0.627,-3.904,1,0.104,146.329,4,0.775,53
Alive,Warbly Jets,210866,6.62E-05,0.337,0.917,0.000643,0,0.0835,-6.485,1,0.0764,127.894,4,0.302,59
Cuernavaca,The Plastics Revolution,173272,0.0156,0.552,0.638,0.115,1,0.123,-6.645,1,0.0362,159.983,4,0.835,51
Revolver,Diamante Eléctrico,174293,0.00664,0.547,0.665,0,2,0.109,-5.442,1,0.0556,119.884,4,0.79,44
3's & 7's,Queens of the Stone Age,213000,0.0786,0.425,0.99,0.0375,1,0.521,-3.878,1,0.113,131.333,4,0.436,44
El Planeta,Vigilante,278725,0.0518,0.474,0.816,0.765,9,0.113,-6.819,1,0.0362,115.019,4,0.322,45
Just In Case - Acoustic,Catherine McGrath,194162,0.907,0.611,0.345,0,5,0.117,-6.629,1,0.0326,99.805,4,0.251,56
Forever Girl,Jon Langston,239936,0.37,0.581,0.439,0,11,0.092,-5.817,1,0.0273,140.161,4,0.324,66
Call It Dreaming,Iron & Wine,231760,0.61,0.519,0.515,5.66E-05,5,0.107,-9.448,1,0.031,80.329,4,0.714,67
Coming Down the Mountain,Mipso,273959,0.857,0.582,0.344,0.0871,4,0.15,-9.148,1,0.0278,140.013,4,0.374,63
Body On Body (Johnny Cash: Forever Words),Jewel,266186,0.776,0.514,0.439,0.00342,4,0.0902,-9.805,0,0.0276,140.128,4,0.252,55
Mercy,Brett Young,217120,0.84,0.638,0.367,0,4,0.0999,-7.906,1,0.0266,71.957,4,0.219,77
This Town Still Talks About You,Natalie Hemby,268160,0.00791,0.522,0.47,1.54E-06,0,0.103,-9.52,1,0.0242,95.957,4,0.344,54
Miles Away,Krysta Nick,220000,0.335,0.546,0.49,0,10,0.1,-7,1,0.0308,161.743,4,0.373,55
Run of Good Luck,Rob Baird,225400,0.701,0.544,0.166,2.95E-06,6,0.106,-12.926,1,0.0347,130.507,4,0.306,14
A Woman Like You,Lee Brice,209786,0.245,0.592,0.584,0,7,0.0862,-7.422,1,0.0305,160.048,4,0.371,64
Singing to Me,Parker Millsap,183413,0.807,0.473,0.318,0,2,0.11,-9.183,1,0.0455,83.587,4,0.165,55
Asking For A Friend,Devin Dawson,239280,0.238,0.713,0.527,7.49E-06,4,0.111,-7.512,1,0.0329,123.006,4,0.445,14
People Change,Mipso,212853,0.884,0.374,0.276,0.0123,7,0.122,-14.945,1,0.0353,80.169,4,0.412,69
1979,High Dive Heart,284000,0.81,0.688,0.367,0,8,0.102,-7.469,1,0.027,119.969,4,0.213,54
Streets of Aberdeen,Hellbound Glory,250507,0.153,0.482,0.443,0.000105,2,0.14,-8.996,1,0.0412,145.64,4,0.367,51
A Simple Song,Chris Stapleton,216013,0.87,0.613,0.199,0.000218,5,0.104,-16.36,1,0.0298,77.104,4,0.376,62
It’s Your Move,Josh Kelley,231613,0.0672,0.443,0.408,0,1,0.149,-7.563,1,0.0291,125.846,3,0.368,54
Damage,Rachel Wammack,213226,0.439,0.544,0.3,0,2,0.113,-7.395,1,0.0273,72.982,4,0.168,53
The Night We Met,Lord Huron,208226,0.968,0.441,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.105,79
Cheap Suit,Jeffrey Foucault,158960,0.928,0.502,0.0596,2.66E-05,3,0.125,-16.977,1,0.0361,133.168,4,0.317,53
The House That Built Me,Miranda Lambert,236626,0.575,0.515,0.3,8.46E-06,5,0.115,-8.005,1,0.0289,81.12,4,0.206,66
Nothing Like You,Dave Barnes,262079,0.558,0.608,0.496,1.15E-05,0,0.152,-8.929,1,0.0309,77.037,4,0.506,55
Swimming Alone,Liz Rose,220275,0.493,0.572,0.493,4.48E-06,2,0.0817,-6.859,1,0.0295,160.067,4,0.171,52
You and Tequila,Kenny Chesney,242840,0.437,0.691,0.454,0.00227,6,0.0783,-9.13,1,0.0256,135.839,4,0.35,65
Old Time's Sake,Charlie Worsham,202840,0.884,0.476,0.182,0.00086,4,0.112,-16.375,1,0.038,88.592,4,0.146,48
Pieces of You,Chris Carmack,306533,0.148,0.505,0.642,3.15E-05,7,0.0991,-3.694,1,0.0305,62.003,4,0.167,53
Written in the Sand,Old Dominion,184080,0.593,0.725,0.437,0,6,0.0842,-9.602,1,0.0575,83.985,4,0.759,20
Wait Up For Me,Amos Lee,225146,0.677,0.654,0.24,0.00649,10,0.0784,-15.692,1,0.0288,83.013,1,0.246,58
Time Is Cold (Coffee House Version),Jeffrey East,188541,0.896,0.602,0.275,0,10,0.155,-11.688,1,0.031,143.945,4,0.343,53
Life Is Confusing,Langhorne Slim,171413,0.955,0.373,0.216,0.00105,1,0.0739,-11.41,1,0.0326,129.03,4,0.496,64
Dancing Shoes,Green River Ordinance,229389,0.141,0.594,0.415,1.58E-06,7,0.105,-6.99,1,0.0277,138.032,4,0.205,13
Blacked Out,Chris Young,189880,0.835,0.598,0.391,1.48E-05,7,0.101,-11.544,1,0.0323,156.014,4,0.644,56
Diamonds,Sarah Darling,192230,0.126,0.566,0.672,0,8,0.225,-5.054,1,0.034,77.983,4,0.435,52
The Love That We Need,Hayes Carll,248440,0.708,0.369,0.365,0.0343,4,0.108,-9.869,1,0.0451,181.019,4,0.222,55
When The Right One Comes Along,Nashville Cast,222000,0.887,0.628,0.216,6.17E-06,4,0.129,-8.81,1,0.0296,138.038,4,0.337,47
All Is Well,Austin Basham,256681,0.859,0.34,0.419,0.00211,11,0.141,-12.244,1,0.0337,99.938,4,0.263,27
She Don't Love You,Eric Paslay,262053,0.335,0.36,0.333,1.09E-06,7,0.114,-8.491,1,0.0285,74.53,1,0.17,60
Without A Word,Sara Watkins,238560,0.901,0.579,0.171,0.000308,11,0.111,-14.495,1,0.0303,136.311,4,0.389,52
If We Were Vampires,Jason Isbell and the 400 Unit,215563,0.824,0.629,0.208,3.70E-06,5,0.107,-16.225,1,0.0324,96.609,4,0.685,72
Slow Burn,Kacey Musgraves,246133,0.462,0.555,0.43,0.000191,2,0.0869,-9.105,1,0.0295,147.613,4,0.274,66
Giving It All (To You),Haley & Michaels,234333,0.771,0.636,0.32,0,9,0.117,-9.953,1,0.028,114.337,4,0.2,53
Golden (Acoustic),Becca Mancari,307312,0.91,0.359,0.17,0.000238,4,0.11,-10.915,1,0.0308,137.062,3,0.178,58
Nowhere Fast,Old Dominion,188960,0.46,0.788,0.488,4.52E-06,7,0.0751,-7.319,1,0.0286,101.974,4,0.48,66
Whiskey And You,Chris Stapleton,236333,0.919,0.592,0.0562,6.22E-06,2,0.111,-14.344,1,0.0599,127.005,4,0.266,66
Where You Are - Acoustic,Tenille Townes,243898,0.614,0.387,0.174,0,2,0.12,-14.765,1,0.0323,161.304,4,0.213,59
What If I Stay,Chris Young,205560,0.131,0.58,0.653,4.65E-05,4,0.116,-6.051,1,0.0275,94.021,4,0.232,57
The Captain's Daughter (Johnny Cash: Forever Words),Alison Krauss & Union Station,297746,0.824,0.519,0.354,0.0019,1,0.147,-10.501,1,0.0321,82.214,4,0.37,53
Suitcase Heart,Tyler Cain,164194,0.856,0.757,0.29,0,8,0.0877,-6.217,1,0.0324,123.003,4,0.226,14
Louise,Mipso,266997,0.768,0.639,0.381,2.25E-06,10,0.214,-9.428,1,0.0321,89.897,4,0.489,13
Brighter Shade of Blue,Jordan DePaul,228787,0.625,0.489,0.438,8.00E-05,8,0.122,-8.748,1,0.0265,84.984,4,0.188,52
Mona Lisas And Mad Hatters,Maren Morris,304026,0.129,0.659,0.518,1.88E-05,5,0.107,-7.56,1,0.0399,127.892,4,0.356,56
Woulda Left Me Too,Ryan Griffin,223880,0.673,0.564,0.452,0.00105,4,0.0923,-8.588,1,0.0603,147.912,4,0.173,61
The Time I've Wasted,Lori McKenna,213249,0.796,0.473,0.25,8.83E-05,5,0.101,-11.263,1,0.0304,145.027,4,0.261,63
Autumn Town Leaves,Iron & Wine,195200,0.857,0.657,0.32,0.00125,1,0.144,-15.104,1,0.031,115.724,4,0.39,62
Blue Moon of Kentucky,Bill Monroe & His Blue Grass Boys,180893,0.966,0.606,0.184,0.000274,10,0.0962,-15.26,1,0.0327,104.491,3,0.793,38
Straighten Up And Fly Right - 1990 Digital Remaster,Nat King Cole Trio,146733,0.968,0.638,0.203,0.000403,5,0.122,-14.071,0,0.128,166.848,4,0.68,37
Don't Fence Me In,Roy Rogers,172013,0.976,0.645,0.206,0.0026,4,0.0697,-12.063,1,0.0506,137.94,4,0.795,32
Stay A Little Longer,Bob Wills & His Texas Playboys,140866,0.78,0.646,0.513,0.00176,7,0.132,-15.219,1,0.0802,116.497,4,0.954,31
Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,163333,0.748,0.653,0.716,0,4,0.062,-7.443,1,0.366,124.51,4,0.877,39
Take an Old Cold 'Tater (and Wait),Little Jimmy Dickens,167826,0.815,0.573,0.36,0,5,0.223,-10.027,1,0.0544,204.158,4,0.951,29
Bouquet of Roses - Remastered,Eddy Arnold,152733,0.937,0.565,0.236,0,2,0.127,-11.829,1,0.0313,68.014,4,0.68,30
New San Antonio Rose,Bob Wills & His Texas Playboys,156373,0.909,0.709,0.341,0.181,8,0.181,-9.739,1,0.0389,104.498,4,0.895,30
Old Shep,Red Foley,196293,0.866,0.472,0.152,0,7,0.122,-13.995,1,0.0303,109.799,3,0.4,24
Cool Water,Sons of the Pioneers,129133,0.848,0.414,0.215,0,0,0.151,-15.608,1,0.0314,128.099,4,0.326,27
Texarkana Baby,Eddy Arnold,161120,0.866,0.827,0.271,0,4,0.101,-11.885,1,0.204,102.831,4,0.83,28
Panhandle Rag,Leon Mcauliff And His Cimarron Boys,177466,0.759,0.613,0.485,0.522,1,0.0591,-6.534,0,0.0379,162.11,4,0.564,26
Mule Skinner Blues (Blue Yodel #8),Bill Monroe & His Blue Grass Boys,161626,0.702,0.511,0.469,0.073,7,0.208,-9.713,1,0.0332,121.307,4,0.584,27
Milk Cow Blues,The Maddox Brothers & Rose,190693,0.988,0.656,0.132,0.0567,2,0.0972,-14.057,1,0.044,100.794,4,0.469,26
The Golden Rocket,Hank Snow,165000,0.508,0.71,0.757,7.50E-05,4,0.417,-8.149,1,0.0448,119.675,4,0.962,31
Tennessee Waltz,Roy Acuff,174106,0.742,0.562,0.255,0,0,0.138,-10.256,1,0.031,114.008,4,0.501,31
Slow Poke - Single Version,Pee Wee King & His Golden West Cowboys,180560,0.732,0.756,0.175,2.47E-06,7,0.0737,-15.094,1,0.138,133.907,4,0.783,29
I'm A Long Gone Daddy,Hank Williams,169706,0.814,0.554,0.368,0,9,0.241,-11.351,1,0.0352,143.693,4,0.902,28
You Are My Sunshine,Jimmie Davis,168826,0.889,0.835,0.198,0,9,0.461,-10.243,0,0.045,98.261,4,0.711,30
Steel Guitar Rag,Merle Travis,130506,0.449,0.739,0.466,1.54E-05,2,0.0835,-13.419,1,0.032,124.18,4,0.947,22
Kentucky Waltz,Bill Monroe,166160,0.866,0.568,0.196,0.129,2,0.229,-13.042,1,0.0325,123.302,3,0.565,33
I Saw The Light,Hank Williams,163240,0.945,0.599,0.287,3.53E-05,7,0.376,-11.271,1,0.0255,102.656,4,0.563,36
Room Full of Roses,George Morgan,153373,0.837,0.556,0.243,0.000122,10,0.0795,-15.507,1,0.0312,89.933,4,0.439,24
Cherokee Maiden,Bob Wills & His Texas Playboys,173693,0.758,0.664,0.538,0.0185,9,0.0674,-12.73,1,0.0687,112.304,4,0.668,25
Walking The Floor Over You - 1941 Edit,Ernest Tubb,159266,0.841,0.877,0.228,8.54E-06,0,0.0654,-13.273,1,0.0617,114.503,4,0.888,22
"So, Round, So Firm, So Fully Packed",Johnny Bond,178226,0.988,0.683,0.185,0.101,3,0.0903,-15.299,1,0.173,192.298,4,0.925,24
I Love You So Much It Hurts,Floyd Tillman,161933,0.906,0.433,0.252,3.95E-06,9,0.13,-14.077,1,0.027,90.78,3,0.329,21
Lovesick Blues - Single Version,Hank Williams,165240,0.952,0.764,0.22,2.16E-06,0,0.161,-13.096,1,0.0544,126.164,4,0.688,36
Mule Train,Tennessee Ernie Ford,183893,0.281,0.697,0.182,0.00693,9,0.13,-15.723,0,0.0603,127.882,4,0.308,25
Divorce Me C.O.D.,Merle Travis,135933,0.551,0.611,0.422,1.06E-06,5,0.0675,-12.797,1,0.0733,193.921,4,0.881,24
Pistol Packin' Mama - Single Version,Bing Crosby,182500,0.784,0.646,0.273,0,7,0.1,-14.194,1,0.214,200.382,4,0.897,54
Roly-Poly,Bob Wills & His Texas Playboys,148733,0.773,0.755,0.523,0.00113,7,0.191,-12.045,1,0.165,126.734,4,0.883,28
"Cold, Cold Heart - Single Version",Hank Williams,163053,0.885,0.583,0.232,0,2,0.15,-8.386,1,0.034,113.491,4,0.517,39
Sixteen Tons,Merle Travis,177626,0.618,0.798,0.312,0,11,0.144,-16.142,0,0.075,135.395,4,0.388,33
Worried Mind,Roy Acuff & His Smoky Mountain Boys,171240,0.973,0.677,0.293,0.0519,5,0.132,-10.6,1,0.0383,70.571,4,0.733,22
Deck Of Cards,Tex Ritter,185533,0.986,0.579,0.194,0.0281,3,0.129,-21.411,1,0.83,74.209,4,0.638,25
Honky Tonkin',Hank Williams,165640,0.591,0.602,0.523,2.99E-06,11,0.0944,-8.344,1,0.0325,161.527,5,0.85,28
"Too Late To Worry, Too Blue To Cry",Al Dexter,163056,0.893,0.742,0.351,0.116,7,0.136,-14.295,0,0.0552,181.978,4,0.966,22
Texas Playboy Rag,Bob Wills & His Texas Playboys,156706,0.878,0.853,0.532,0.491,2,0.134,-8.312,1,0.0418,111.727,4,0.973,23
Anytime - Remastered,Eddy Arnold,172586,0.957,0.707,0.163,4.59E-06,0,0.0988,-12.704,1,0.0369,142.451,4,0.519,26
Tumbling Tumbleweeds,Bing Crosby,185200,0.834,0.363,0.127,0.0799,9,0.102,-16.746,1,0.0347,80.116,4,0.138,18
Riders In The Sky,Sons of the Pioneers,141946,0.71,0.588,0.37,0,1,0.139,-13.494,0,0.0341,126.409,4,0.739,26
Deep In the Heart of Texas,Gene Autry,163560,0.968,0.86,0.307,0.00267,3,0.22,-13.644,1,0.0552,114.806,4,0.964,31
Mind Your Own Business - Single Version,Hank Williams,177600,0.9,0.737,0.316,0,4,0.111,-14.106,1,0.0391,140.832,4,0.822,34
One Kiss Too Many,Eddy Arnold,138000,0.938,0.715,0.275,2.04E-05,4,0.396,-11.992,1,0.0477,158.373,4,0.808,24
There’s A New Moon Over My Shoulder,Gov. Jimmie Davis,135999,0.984,0.814,0.194,0.6,9,0.103,-17.149,1,0.0405,94.436,4,0.829,22
Jingle Jangle Jingle,Gene Autry,157733,0.882,0.903,0.275,0.000103,2,0.448,-13.124,1,0.0675,112.322,4,0.964,25
My Bucket's Got A Hole In It - Single Version,Hank Williams,151640,0.78,0.657,0.411,3.87E-05,4,0.127,-9.809,1,0.0294,145.96,4,0.91,34
Cotton Eyed Joe - Single Version,Bob Wills & His Texas Playboys,157373,0.979,0.702,0.292,0.269,7,0.29,-11.183,1,0.0482,112.171,4,0.923,19
Too Old To Cut The Mustard,Red Foley,172000,0.761,0.819,0.457,0,2,0.0576,-11.173,1,0.0409,106.091,4,0.805,31
Canned Heat - Buddha Remastered - 2000,Chet Atkins & His Colorado Mountain Boys,152893,0.863,0.732,0.311,0.856,9,0.113,-12.855,1,0.13,124.942,4,0.885,23
Move It On Over,Hank Williams,163426,0.938,0.636,0.399,9.00E-05,4,0.117,-9.616,1,0.05,166.983,4,0.924,28
Bubbles In My Beer - Single Version,Bob Wills & His Texas Playboys,135706,0.995,0.422,0.294,0.791,0,0.366,-13.664,1,0.0485,171.581,4,0.697,19
Chattanoogie Shoe Shine Boy,Red Foley,169000,0.617,0.74,0.382,0.00549,10,0.116,-15.948,1,0.0563,148.269,4,0.836,33
Drivin' Nails In My Coffin,Ernest Tubb,172906,0.808,0.683,0.448,0,0,0.18,-11.507,1,0.0309,113.424,4,0.645,22
Columbus Stockade Blues,Jimmie Davis,165733,0.977,0.807,0.379,8.43E-05,5,0.0597,-8.774,1,0.0311,93.449,4,0.842,19
My Window Faces The South,Bob Wills & His Texas Playboys,128199,0.804,0.737,0.717,0.0114,3,0.159,-10.418,1,0.107,125.952,4,0.845,21
Candy Kisses - 78 rpm Version,George Morgan,172733,0.977,0.609,0.118,0.00304,0,0.113,-15.232,1,0.031,144.128,4,0.629,21
Ida Red,Bob Wills,140280,0.477,0.805,0.521,5.14E-06,9,0.246,-7.929,1,0.0587,126.491,4,0.935,27
Mine All Mine,Jimmy Wakely,181306,0.889,0.676,0.349,5.59E-05,4,0.0809,-11.258,1,0.0765,185.516,4,0.776,19
Sioux city sue,Hoosier Hot Shots,172800,0.99,0.849,0.113,9.38E-05,4,0.15,-16.883,1,0.156,96.318,4,0.783,19
Shot-Gun Boogie,Tennessee Ernie Ford,155160,0.47,0.742,0.327,5.23E-06,7,0.0669,-13.062,1,0.317,174.334,4,0.903,27
If You've Got the Money I've Got the Time,Lefty Frizzell,173933,0.737,0.819,0.439,0.000522,7,0.102,-11.729,1,0.0358,105.082,4,0.909,32
One Has My Name (The Other Has My Heart),Jimmy Wakely,168160,0.983,0.726,0.0782,0,9,0.196,-14.426,1,0.0322,133.092,4,0.499,21
Take Me Back To Tulsa,Bob Wills,154920,0.477,0.731,0.555,1.04E-05,2,0.326,-8.365,1,0.175,136.342,4,0.961,29
Mexicali Rose,Johnny Bond,168040,0.203,0.676,0.103,0.863,7,0.223,-16.661,1,0.0323,109.644,3,0.687,0
The Wild Side Of Life,Hank Thompson,164520,0.924,0.596,0.144,0,2,0.219,-10.307,1,0.0298,115.681,4,0.451,35
Filipino Baby,Cowboy Copas,166026,0.968,0.723,0.249,0.000455,9,0.342,-10.896,1,0.0458,94.125,4,0.812,21
"Wine, Women and Song",Al Dexter,169795,0.859,0.745,0.315,0.0122,0,0.0811,-11.425,0,0.127,167.86,3,0.936,19
I'm Movin' On,"Hank Snow, The Singing Ranger, And His Rainbow Ranch Boys",167920,0.769,0.569,0.701,0.000104,2,0.211,-7.404,1,0.0307,97.436,4,0.933,33
"Blue, Blue Day",Don Gibson,113240,0.794,0.729,0.486,0,4,0.192,-10.84,1,0.0299,100.161,4,0.978,40
Be-Bop-A-Lula,Gene Vincent & His Blue Caps,156306,0.414,0.593,0.537,0,9,0.147,-10.906,1,0.0444,126.071,4,0.843,50
Chattanoogie Shoe Shine Boy,Red Foley,169000,0.617,0.74,0.382,0.00549,10,0.116,-15.948,1,0.0563,148.269,4,0.836,33
Jambalaya (On The Bayou) - Single Version,Hank Williams,174933,0.885,0.507,0.188,7.49E-06,7,0.0895,-15.554,1,0.0348,164.279,4,0.872,53
I Forgot More Than You'll Ever Know - Remastered,The Davis Sisters,181506,0.887,0.661,0.288,0,1,0.132,-6.635,1,0.0255,96.513,3,0.417,36
White Lightning - Single Version,George Jones,165453,0.709,0.626,0.797,1.21E-06,10,0.128,-9.607,1,0.0687,149.483,4,0.955,47
Hound Dog,Elvis Presley,136026,0.733,0.357,0.756,0.00505,0,0.76,-8.492,1,0.0621,174.797,4,0.95,71
